,rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,FC,FS,PI,FF,A,DS,DE,GS,FD,SG,CA,FT,G,PC,PS,PP,I,DP,clube_nome,posicao_nome,posicao_abreviacao
0,16,Igor Gomes,100084,4,276,True,6.0,2,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,São Paulo,Meia,mei
1,16,Pedrinho,100103,5,280,True,5.3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
2,16,Paulinho Bóia,100333,5,286,True,1.3,2,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
3,16,Yuri Alberto,100652,5,285,True,7.9,2,3,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Internacional,Atacante,ata
4,16,Liziero,100761,4,276,True,-0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
5,16,Gabriel Sara,100763,4,276,True,-0.9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
6,16,Ruan,100842,3,284,True,2.8,1,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Zagueiro,zag
7,16,Conti,100943,3,265,True,2.3,1,2,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,Bahia,Zagueiro,zag
8,16,Umberto Louzer,101077,6,292,True,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
9,16,Ademir,101314,5,327,True,2.8,1,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
10,16,Chrigor,101398,5,327,True,1.0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
11,16,Bruno Silva,101422,5,315,True,5.3,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
12,16,Isaque,101483,5,327,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
13,16,Pepê,101573,4,1371,True,0.4,4,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
14,16,Felipe Jonatan,101708,2,277,True,-0.6,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
15,16,Alerrandro,101715,5,280,True,1.5,3,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
16,16,Matheuzinho,101727,2,262,True,3.4,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Flamengo,Lateral,lat
17,16,Diego,101728,3,276,True,3.4,1,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
18,16,Guilherme Castilho,101798,4,286,True,-0.8,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Juventude,Meia,mei
19,16,Toró,101885,5,373,True,0.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
20,16,Denner,102038,4,315,True,-0.2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
21,16,Xavier,102067,4,264,True,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
22,16,Piquerez,102130,2,275,True,2.7,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Lateral,lat
23,16,Marquinhos,102292,5,264,True,0.8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Atacante,ata
24,16,Mikael,102299,5,292,True,1.5,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
25,16,Helinho,102598,5,280,True,8.9,1,2,11,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,Bragantino,Atacante,ata
26,16,Terans,102878,4,293,True,1.1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
27,16,Matheus Teixeira,102907,1,265,True,-1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Bahia,Goleiro,gol
28,16,Luan,102909,4,276,True,1.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
29,16,Éderson,103099,4,356,True,4.2,2,2,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
30,16,Eric Ramires,103295,4,280,True,2.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Meia,mei
31,16,Ramon,103515,4,327,True,6.4,1,2,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
